Dataset,Weights,Image Size,Threshold,FileName,F1_Value,Precision_Value
1,64,64,0.5,exp401,0.9112231945148539,0.8585562694241979,,,,,,
2,64,64,0.5,exp402,0.8820725747453292,0.8099211692414006,,,,,,
1,64,128,0.5,exp403,0.8257819988661889,0.7459019168035521,,,,,,
2,64,128,0.5,exp404,0.8369293584159794,0.7670376031751264,,,,,,
1,64,192,0.5,exp405,0.8504369887896679,0.7948070773943431,,,,,,
2,64,192,0.5,exp406,0.8509578171661754,0.8020728755799713,,,,,,
1,64,256,0.5,exp407,0.8081892328559357,0.758249183373523,,,,,,
2,64,256,0.5,exp408,0.8457058953665354,0.8012473863541008,,,,,,
1,64,320,0.5,exp409,0.7956914557646908,0.7426493358759094,,,,,,
2,64,320,0.5,exp410,0.8357324357824601,0.7938656638960244,,,,,,
1,128,64,0.5,exp411,0.9163591944670583,0.8646208033900898,,,,,,
2,128,64,0.5,exp412,0.8968909623355891,0.8317510249300152,,,,,,
1,128,128,0.5,exp413,0.9210408674710734,0.8703887671783012,,,,,,
2,128,128,0.5,exp414,0.8830783620784957,0.8140481568312182,,,,,,
1,128,192,0.5,exp415,0.9082756353534391,0.8508663438532755,,,,,,
2,128,192,0.5,exp416,0.8449090844080179,0.7707346924908808,,,,,,
1,128,256,0.5,exp417,0.8719344646831535,0.7974438612245982,,,,,,
2,128,256,0.5,exp418,0.8133919805294987,0.7255606313683363,,,,,,
1,128,320,0.5,exp419,0.8394991843036634,0.7521122040085656,,,,,,
2,128,320,0.5,exp420,0.8088277884739078,0.7158254221243489,,,,,,
1,192,64,0.5,exp421,0.8893787811397768,0.8239207632789127,,,,,,
2,192,64,0.5,exp422,0.8824710971324662,0.812164211636661,,,,,,
1,192,128,0.5,exp423,0.9723486198753352,0.9534350665803731,,,,,,
2,192,128,0.5,exp424,0.937193517635012,0.9016155621618891,,,,,,
1,192,192,0.5,exp425,0.9556117146282163,0.9286575391078217,,,,,,
2,192,192,0.5,exp426,0.921331575886088,0.8793924337048762,,,,,,
1,192,256,0.5,exp427,0.9691911036706472,0.9473707654386652,,,,,,
2,192,256,0.5,exp428,0.9129041684851918,0.8583903382636381,,,,,,
1,192,320,0.5,exp429,0.9316057364584688,0.8886051679002459,,,,,,
2,192,320,0.5,exp430,0.9074680466011995,0.8430761970113672,,,,,,
1,256,64,0.5,exp431,0.9014357045442846,0.8501599480861098,,,,,,
2,256,64,0.5,exp432,0.9001798059106295,0.8453551503096267,,,,,,
1,256,128,0.5,exp433,0.934927841819562,0.8891854483365126,,,,,,
2,256,128,0.5,exp434,0.9440509148816493,0.911443106953505,,,,,,
1,256,192,0.5,exp435,0.9454459915114718,0.9085605458389794,,,,,,
2,256,192,0.5,exp436,0.958530053494708,0.9319241445436485,,,,,,
1,256,256,0.5,exp437,0.9698093700681836,0.9505247952358274,,,,,,
2,256,256,0.5,exp438,0.9407241716613745,0.9050700162180274,,,,,,
1,256,320,0.5,exp439,0.9550553797829126,0.9245820820224996,,,,,,
2,256,320,0.5,exp440,0.9781482366794921,0.9620346311352785,,,,,,
1,320,64,0.5,exp441,0.9548503438703636,0.9321213682811805,,,,,,
2,320,64,0.5,exp442,0.9225117077173749,0.877501494841334,,,,,,
1,320,128,0.5,exp443,0.8794433889799008,0.8010143079214986,,,,,,
2,320,128,0.5,exp444,0.9099382139080815,0.8557362472598344,,,,,,
1,320,192,0.5,exp445,0.953044034750909,0.9197124273940063,,,,,,
2,320,192,0.5,exp446,0.9486881089668014,0.916147067588579,,,,,,
1,320,256,0.5,exp447,0.9865266245261299,0.9760386675223885,,,,,,
2,320,256,0.5,exp448,0.9469528881743908,0.9129456128386702,,,,,,
1,320,320,0.5,exp449,0.9942446298493427,0.9899136421852364,,,,,,
2,320,320,0.5,exp450,0.919654873257221,0.8663529343396316,,,,,,
1,64,64,0.55,exp451,0.9274307315261892,0.8833773564323104,,,,,,
2,64,64,0.55,exp452,0.8996913404735931,0.8354007563099205,,,,,,
1,64,128,0.55,exp453,0.8522702681686871,0.7833801312550456,,,,,,
2,64,128,0.55,exp454,0.8539934862670084,0.7878758595521267,,,,,,
1,64,192,0.55,exp455,0.8771476053014764,0.8252367747099149,,,,,,
2,64,192,0.55,exp456,0.8646569650411385,0.8153496142767364,,,,,,
1,64,256,0.55,exp457,0.831593708141905,0.7874583747503805,,,,,,
2,64,256,0.55,exp458,0.8651474352525351,0.8236839280665892,,,,,,
1,64,320,0.55,exp459,0.8136653349932317,0.7617904665474912,,,,,,
2,64,320,0.55,exp460,0.8473710044698245,0.8046510894789037,,,,,,
1,128,64,0.55,exp461,0.93088479594546,0.8883834321589714,,,,,,
2,128,64,0.55,exp462,0.9029505664206353,0.841868019961084,,,,,,
1,128,128,0.55,exp463,0.9318183099242824,0.8890332138642741,,,,,,
2,128,128,0.55,exp464,0.8903546031572382,0.8247293963251665,,,,,,
1,128,192,0.55,exp465,0.9264239920021609,0.8757172901676904,,,,,,
2,128,192,0.55,exp466,0.8548464047465344,0.7847992638343946,,,,,,
1,128,256,0.55,exp467,0.8973489030600773,0.8360565247936669,,,,,,
2,128,256,0.55,exp468,0.8253078523727432,0.7403205899067942,,,,,,
1,128,320,0.55,exp469,0.8516676393312861,0.7716373054085264,,,,,,
2,128,320,0.55,exp470,0.8241284486978763,0.7329898931103467,,,,,,
1,192,64,0.55,exp471,0.8970433817885314,0.8352197459154459,,,,,,
2,192,64,0.55,exp472,0.8899713897934864,0.8234386334277991,,,,,,
1,192,128,0.55,exp473,0.9747569477922939,0.9568087710661275,,,,,,
2,192,128,0.55,exp474,0.9402764330089274,0.9058199825253864,,,,,,
1,192,192,0.55,exp475,0.9556117146282163,0.9286575391078217,,,,,,
2,192,192,0.55,exp476,0.9255681504391887,0.8859888543284059,,,,,,
1,192,256,0.55,exp477,0.9723504085581044,0.9518326670341787,,,,,,
2,192,256,0.55,exp478,0.925543969888855,0.8773679986118466,,,,,,
1,192,320,0.55,exp479,0.9481701971656369,0.9144303808244761,,,,,,
2,192,320,0.55,exp480,0.9175058651670777,0.8590544258026837,,,,,,
1,256,64,0.55,exp481,0.9076287940548587,0.8582794751961983,,,,,,
2,256,64,0.55,exp482,0.9084974114066657,0.8565449051432633,,,,,,
1,256,128,0.55,exp483,0.934927841819562,0.8891854483365126,,,,,,
2,256,128,0.55,exp484,0.9478321933712089,0.9169245137391411,,,,,,
1,256,192,0.55,exp485,0.9454459915114718,0.9085605458389794,,,,,,
2,256,192,0.55,exp486,0.96109314290317,0.9352566730157837,,,,,,
1,256,256,0.55,exp487,0.9698093700681836,0.9505247952358274,,,,,,
2,256,256,0.55,exp488,0.9438081685879626,0.9087144803198131,,,,,,
1,256,320,0.55,exp489,0.9596070148037968,0.9326516210511226,,,,,,
2,256,320,0.55,exp490,0.9788427459797971,0.9631100269035429,,,,,,
1,320,64,0.55,exp491,0.9679084718956178,0.9504595985821964,,,,,,
2,320,64,0.55,exp492,0.9339689751034655,0.8937346706377304,,,,,,
1,320,128,0.55,exp493,0.8919842223838014,0.8231908850122401,,,,,,
2,320,128,0.55,exp494,0.9189682177103257,0.8713606704948174,,,,,,
1,320,192,0.55,exp495,0.9559134204844685,0.9250203213056013,,,,,,
2,320,192,0.55,exp496,0.9501356859062686,0.9181754422689814,,,,,,
1,320,256,0.55,exp497,0.9899572901801463,0.9822869205726444,,,,,,
2,320,256,0.55,exp498,0.9529430110581615,0.921030511607149,,,,,,
1,320,320,0.55,exp499,0.9942446298493427,0.9899136421852364,,,,,,
2,320,320,0.55,exp500,0.9263743156759424,0.8762807239623054,,,,,,
